country,country_code,year,week,year_week,rate_14_day,indicator,pps
Austria,AT,2020,1,2020-01,,cases,125
Austria,AT,2020,2,2020-02,,cases,125
Austria,AT,2020,3,2020-03,,cases,125
Austria,AT,2020,4,2020-04,,cases,125
Austria,AT,2020,5,2020-05,,cases,125
Austria,AT,2020,6,2020-06,,cases,125
Austria,AT,2020,7,2020-07,,cases,125
Austria,AT,2020,8,2020-08,,cases,125
Austria,AT,2020,9,2020-09,,cases,125
Austria,AT,2020,10,2020-10,1.414422588707406,cases,125
Austria,AT,2020,11,2020-11,11.0146766947372,cases,125
Austria,AT,2020,12,2020-12,43.65776809238607,cases,125
Austria,AT,2020,13,2020-13,90.70124064907964,cases,125
Austria,AT,2020,14,2020-14,91.45856927925368,cases,125
Austria,AT,2020,15,2020-15,55.15134377385098,cases,125
Austria,AT,2020,16,2020-16,28.110256802342462,cases,125
Austria,AT,2020,17,2020-17,12.651842998201678,cases,125
Austria,AT,2020,18,2020-18,8.453123975030875,cases,125
Austria,AT,2020,19,2020-19,6.337058684838693,cases,125
Austria,AT,2020,20,2020-20,6.504116470906497,cases,125
Austria,AT,2020,21,2020-21,6.548665213857912,cases,125
Austria,AT,2020,22,2020-22,5.111968253674798,cases,125
Austria,AT,2020,23,2020-23,4.711029567112068,cases,125
Austria,AT,2020,24,2020-24,4.454874295141436,cases,125
Austria,AT,2020,25,2020-25,4.677618009898508,cases,125
Austria,AT,2020,26,2020-26,6.481842099430789,cases,125
Austria,AT,2020,27,2020-27,10.847618908669396,cases,125
Austria,AT,2020,28,2020-28,13.77669875772489,cases,125
Austria,AT,2020,29,2020-29,15.380453503975808,cases,125
Austria,AT,2020,30,2020-30,18.443179581885545,cases,125
Austria,AT,2020,31,2020-31,18.53227706778837,cases,125
Austria,AT,2020,32,2020-32,16.850562021372482,cases,125
Austria,AT,2020,33,2020-33,24.301339279996533,cases,125
Austria,AT,2020,34,2020-34,37.521178750828746,cases,125
Austria,AT,2020,35,2020-35,42.889302276474176,cases,125
Austria,AT,2020,36,2020-36,46.8430032134122,cases,125
Austria,AT,2020,37,2020-37,69.69650834748776,cases,125
Austria,AT,2020,38,2020-38,102.57348064563156,cases,125
Austria,AT,2020,39,2020-39,109.99084634704204,cases,125
Austria,AT,2020,40,2020-40,114.3009372275914,cases,125
Austria,AT,2020,41,2020-41,145.77462412276563,cases,125
Austria,AT,2020,42,2020-42,193.61997405258467,cases,125
Austria,AT,2020,43,2020-43,313.6231503779572,cases,125
Austria,AT,2020,44,2020-44,555.4671386754478,cases,125
Austria,AT,2020,45,2020-45,850.7139325859465,cases,125
Austria,AT,2020,46,2020-46,1031.4036339968832,cases,125
Austria,AT,2020,47,2020-47,986.0418764866056,cases,125
Austria,AT,2020,48,2020-48,800.1065605931398,cases,125
Austria,AT,2020,49,2020-49,603.7691132205189,cases,125
Austria,AT,2020,50,2020-50,465.1222879699795,cases,125
Austria,AT,2020,51,2020-51,373.4743865331823,cases,125
Austria,AT,2020,52,2020-52,314.69232020879105,cases,125
Austria,AT,2020,53,2020-53,315.52760913913005,cases,125
Austria,AT,2020,1,2020-01,,deaths,125
Austria,AT,2020,2,2020-02,,deaths,125
Austria,AT,2020,3,2020-03,,deaths,125
Austria,AT,2020,4,2020-04,,deaths,125
Austria,AT,2020,5,2020-05,,deaths,125
Austria,AT,2020,6,2020-06,,deaths,125
Austria,AT,2020,7,2020-07,,deaths,125
Austria,AT,2020,8,2020-08,,deaths,125
Austria,AT,2020,9,2020-09,,deaths,125
Austria,AT,2020,10,2020-10,0.0,deaths,125
Austria,AT,2020,11,2020-11,0.2227437147570718,deaths,125
Austria,AT,2020,12,2020-12,3.563899436113149,deaths,125
Austria,AT,2020,13,2020-13,14.589713316588202,deaths,125
Austria,AT,2020,14,2020-14,25.28141162492765,deaths,125
Austria,AT,2020,15,2020-15,30.73863263647591,deaths,125
Austria,AT,2020,16,2020-16,30.07040149220469,deaths,125
Austria,AT,2020,17,2020-17,22.051627760950108,deaths,125
Austria,AT,2020,18,2020-18,14.366969601831132,deaths,125
Austria,AT,2020,19,2020-19,9.24386416241848,deaths,125
Austria,AT,2020,20,2020-20,5.234477296791187,deaths,125
Austria,AT,2020,21,2020-21,3.563899436113149,deaths,125
Austria,AT,2020,22,2020-22,3.563899436113149,deaths,125
Austria,AT,2020,23,2020-23,3.341155721356077,deaths,125
Austria,AT,2020,24,2020-24,3.341155721356077,deaths,125
Austria,AT,2020,25,2020-25,3.563899436113149,deaths,125
Austria,AT,2020,26,2020-26,3.786643150870221,deaths,125
Austria,AT,2020,27,2020-27,2.8956682918419334,deaths,125
Austria,AT,2020,28,2020-28,1.7819497180565744,deaths,125
Austria,AT,2020,29,2020-29,1.8933215754351105,deaths,125
Austria,AT,2020,30,2020-30,2.0046934328136463,deaths,125
Austria,AT,2020,31,2020-31,2.7842964344633976,deaths,125
Austria,AT,2020,32,2020-32,3.2297838639775414,deaths,125
Austria,AT,2020,33,2020-33,2.45018086232779,deaths,125
Austria,AT,2020,34,2020-34,2.561552719706326,deaths,125
Austria,AT,2020,35,2020-35,2.116065290192182,deaths,125
Austria,AT,2020,36,2020-36,2.45018086232779,deaths,125
Austria,AT,2020,37,2020-37,3.452527578734613,deaths,125
Austria,AT,2020,38,2020-38,4.343502437762901,deaths,125
Austria,AT,2020,39,2020-39,6.459567727955083,deaths,125
Austria,AT,2020,40,2020-40,8.241517446011656,deaths,125
Austria,AT,2020,41,2020-41,12.362276169017486,deaths,125
Austria,AT,2020,42,2020-42,15.146572603480882,deaths,125
Austria,AT,2020,43,2020-43,21.27202475930036,deaths,125
Austria,AT,2020,44,2020-44,43.1009088054934,deaths,125
Austria,AT,2020,45,2020-45,73.28268215507663,deaths,125
Austria,AT,2020,46,2020-46,113.59929452610662,deaths,125
Austria,AT,2020,47,2020-47,154.69550989878638,deaths,125
Austria,AT,2020,48,2020-48,180.86789638274232,deaths,125
Austria,AT,2020,49,2020-49,198.13053427641535,deaths,125
Austria,AT,2020,50,2020-50,197.1281875600085,deaths,125
Austria,AT,2020,51,2020-51,172.96049450886625,deaths,125
Austria,AT,2020,52,2020-52,146.89947988228886,deaths,125
Austria,AT,2020,53,2020-53,126.07294255250264,deaths,125
Austria,AT,2021,1,2021-01,329.1261129250493,cases,122
Austria,AT,2021,2,2021-02,284.9337599172463,cases,122
Austria,AT,2021,3,2021-03,235.03916781166217,cases,122
Austria,AT,2021,4,2021-04,219.05730627784223,cases,122
Austria,AT,2021,5,2021-05,207.4634959247367,cases,122
Austria,AT,2021,6,2021-06,206.85095070915477,cases,122
Austria,AT,2021,7,2021-07,234.82756128264296,cases,122
Austria,AT,2021,8,2021-08,287.3950779653119,cases,122
Austria,AT,2021,9,2021-09,339.58393033289383,cases,122
Austria,AT,2021,10,2021-10,384.5781607138224,cases,122
Austria,AT,2021,11,2021-11,437.6023020117433,cases,122
Austria,AT,2021,12,2021-12,483.0197454507102,cases,122
Austria,AT,2021,13,2021-13,479.7342756580434,cases,122
Austria,AT,2021,14,2021-14,427.3115423899666,cases,122
Austria,AT,2021,15,2021-15,383.0969150106878,cases,122
Austria,AT,2021,16,2021-16,354.7750516793261,cases,122
Austria,AT,2021,17,2021-17,307.1078967213127,cases,122
Austria,AT,2021,18,2021-18,239.9506667220556,cases,122
Austria,AT,2021,19,2021-19,164.29576400481616,cases,122
Austria,AT,2021,20,2021-20,110.1244925758963,cases,122
Austria,AT,2021,21,2021-21,81.37941618649619,cases,122
Austria,AT,2021,22,2021-22,62.123222045747326,cases,122
Austria,AT,2021,23,2021-23,45.7626961968404,cases,122
Austria,AT,2021,24,2021-24,29.93675526335045,cases,122
Austria,AT,2021,25,2021-25,18.743883596807592,cases,122
Austria,AT,2021,26,2021-26,14.623124873801764,cases,122
Austria,AT,2021,27,2021-27,19.155959469108176,cases,122
Austria,AT,2021,28,2021-28,36.58565514884904,cases,122
Austria,AT,2021,29,2021-29,52.63433979709607,cases,122
Austria,AT,2021,30,2021-30,64.48430542217228,cases,122
Austria,AT,2021,31,2021-31,77.1027368631604,cases,122
Austria,AT,2021,32,2021-32,106.5271815825696,cases,122
Austria,AT,2021,33,2021-33,155.5753475720768,cases,122
Austria,AT,2021,34,2021-34,194.9341619696514,cases,122
Austria,AT,2021,35,2021-35,230.65111663094785,cases,122
Austria,AT,2021,36,2021-36,282.4056187547535,cases,122
Austria,AT,2021,37,2021-37,310.1149368705332,cases,122
Austria,AT,2021,38,2021-38,284.1541569155965,cases,122
Austria,AT,2021,39,2021-39,271.2238842739485,cases,122
Austria,AT,2021,40,2021-40,282.5615393550834,cases,122
Austria,AT,2021,41,2021-41,313.05515390532656,cases,122
Austria,AT,2021,42,2021-42,436.2212909802494,cases,122
Austria,AT,2021,43,2021-43,650.2668636760576,cases,122
Austria,AT,2021,44,2021-44,1013.1386493868032,cases,122
Austria,AT,2021,45,2021-45,1503.887601739584,cases,122
Austria,AT,2021,46,2021-46,1956.870357255303,cases,122
Austria,AT,2021,47,2021-47,2000.5058509762132,cases,122
Austria,AT,2021,48,2021-48,1485.165992514252,cases,122
Austria,AT,2021,49,2021-49,890.5182344130352,cases,122
Austria,AT,2021,50,2021-50,534.4735435595938,cases,122
Austria,AT,2021,51,2021-51,372.5277257454648,cases,122
Austria,AT,2021,52,2021-52,419.1368480583821,cases,122
Austria,AT,2021,1,2021-01,106.13738008174472,deaths,122
Austria,AT,2021,2,2021-02,98.6754656373828,deaths,122
Austria,AT,2021,3,2021-03,94.66607877175552,deaths,122
Austria,AT,2021,4,2021-04,85.6449583240941,deaths,122
Austria,AT,2021,5,2021-05,74.28502887148345,deaths,122
Austria,AT,2021,6,2021-06,61.36589341557328,deaths,122
Austria,AT,2021,7,2021-07,52.45614482529041,deaths,122
Austria,AT,2021,8,2021-08,49.22636096131287,deaths,122
Austria,AT,2021,9,2021-09,46.10794895471386,deaths,122
Austria,AT,2021,10,2021-10,44.99423038092851,deaths,122
Austria,AT,2021,11,2021-11,51.23105439412652,deaths,122
Austria,AT,2021,12,2021-12,51.45379810888359,deaths,122
Austria,AT,2021,13,2021-13,54.23809454334698,deaths,122
Austria,AT,2021,14,2021-14,58.136109551595744,deaths,122
Austria,AT,2021,15,2021-15,55.24044125975381,deaths,122
Austria,AT,2021,16,2021-16,49.56047653344848,deaths,122
Austria,AT,2021,17,2021-17,43.88051180714314,deaths,122
Austria,AT,2021,18,2021-18,39.091521939866105,deaths,122
Austria,AT,2021,19,2021-19,29.179426633176405,deaths,122
Austria,AT,2021,20,2021-20,19.82419061337939,deaths,122
Austria,AT,2021,21,2021-21,16.148919319887707,deaths,122
Austria,AT,2021,22,2021-22,13.364622885424309,deaths,122
Austria,AT,2021,23,2021-23,9.466607877175552,deaths,122
Austria,AT,2021,24,2021-24,7.796030016497514,deaths,122
Austria,AT,2021,25,2021-25,5.791336583683867,deaths,122
Austria,AT,2021,26,2021-26,4.788989867277044,deaths,122
Austria,AT,2021,27,2021-27,4.009386865627293,deaths,122
Austria,AT,2021,28,2021-28,2.8956682918419334,deaths,122
Austria,AT,2021,29,2021-29,3.341155721356077,deaths,122
Austria,AT,2021,30,2021-30,3.452527578734613,deaths,122
Austria,AT,2021,31,2021-31,3.786643150870221,deaths,122
Austria,AT,2021,32,2021-32,3.898015008248757,deaths,122
Austria,AT,2021,33,2021-33,3.2297838639775414,deaths,122
Austria,AT,2021,34,2021-34,5.234477296791187,deaths,122
Austria,AT,2021,35,2021-35,8.687004875525801,deaths,122
Austria,AT,2021,36,2021-36,10.58032645096091,deaths,122
Austria,AT,2021,37,2021-37,15.257944460859418,deaths,122
Austria,AT,2021,38,2021-38,17.708125323187208,deaths,122
Austria,AT,2021,39,2021-39,17.039894178915993,deaths,122
Austria,AT,2021,40,2021-40,17.039894178915993,deaths,122
Austria,AT,2021,41,2021-41,19.93556247075793,deaths,122
Austria,AT,2021,42,2021-42,24.279064908520827,deaths,122
Austria,AT,2021,43,2021-43,28.177079916769586,deaths,122
Austria,AT,2021,44,2021-44,38.86877822510903,deaths,122
Austria,AT,2021,45,2021-45,60.36354669916646,deaths,122
Austria,AT,2021,46,2021-46,81.19008402895267,deaths,122
Austria,AT,2021,47,2021-47,97.56174706359744,deaths,122
Austria,AT,2021,48,2021-48,107.028354940773,deaths,122
Austria,AT,2021,49,2021-49,98.6754656373828,deaths,122
Austria,AT,2021,50,2021-50,76.51246601905416,deaths,122
Austria,AT,2021,51,2021-51,50.45145139247676,deaths,122
Austria,AT,2021,52,2021-52,33.41155721356077,deaths,122
Austria,AT,2022,1,2022-01,949.1443801370964,cases,124
Austria,AT,2022,2,2022-02,1923.926561842732,cases,124
Austria,AT,2022,3,2022-03,3191.1823782101405,cases,124
Austria,AT,2022,4,2022-04,4491.114697532412,cases,124
Austria,AT,2022,5,2022-05,5113.315853149078,cases,124
Austria,AT,2022,6,2022-06,4992.054174835328,cases,124
Austria,AT,2022,7,2022-07,4587.37339386468,cases,124
Austria,AT,2022,8,2022-08,4241.708560118918,cases,124
Austria,AT,2022,9,2022-09,4481.135779111295,cases,124
Austria,AT,2022,10,2022-10,5749.1489241088775,cases,124
Austria,AT,2022,11,2022-11,6850.427261425054,cases,124
Austria,AT,2022,12,2022-12,6280.659976262203,cases,124
Austria,AT,2022,13,2022-13,4451.811569063527,cases,124
Austria,AT,2022,14,2022-14,2764.2717745067366,cases,124
Austria,AT,2022,15,2022-15,1779.8002412091687,cases,124
Austria,AT,2022,16,2022-16,1250.5054890176768,cases,124
Austria,AT,2022,17,2022-17,995.0629969342668,cases,124
Austria,AT,2022,18,2022-18,861.1383384365774,cases,124
Austria,AT,2022,19,2022-19,743.195541472708,cases,124
Austria,AT,2022,20,2022-20,557.3270486936693,cases,124
Austria,AT,2022,21,2022-21,396.21651980987934,cases,124
Austria,AT,2022,22,2022-22,387.5629264915671,cases,124
Austria,AT,2022,23,2022-23,500.2712461586454,cases,124
Austria,AT,2022,24,2022-24,737.4710280034512,cases,124
Austria,AT,2022,25,2022-25,1125.1453263523968,cases,124
Austria,AT,2022,26,2022-26,1464.5733360849606,cases,124
Austria,AT,2022,27,2022-27,1615.381968161236,cases,124
Austria,AT,2022,28,2022-28,1750.4760311614002,cases,124
Austria,AT,2022,29,2022-29,1814.8712390976696,cases,124
Austria,AT,2022,30,2022-30,1494.6771491343789,cases,124
Austria,AT,2022,31,2022-31,1086.5772521422098,cases,124
Austria,AT,2022,32,2022-32,907.7363235637569,cases,124
Austria,AT,2022,33,2022-33,849.3106471829769,cases,124
Austria,AT,2022,34,2022-34,794.76071143897,cases,124
Austria,AT,2022,35,2022-35,705.3291099640057,cases,124
Austria,AT,2022,36,2022-36,652.4943008236284,cases,124
Austria,AT,2022,37,2022-37,725.9106292075592,cases,124
Austria,AT,2022,38,2022-38,985.3847825280722,cases,124
Austria,AT,2022,39,2022-39,1511.2270071408293,cases,124
Austria,AT,2022,40,2022-40,2018.949030558099,cases,124
Austria,AT,2022,41,2022-41,2051.937374713621,cases,124
Austria,AT,2022,42,2022-42,1615.1146757035276,cases,124
Austria,AT,2022,43,2022-43,1065.9289097842293,cases,124
Austria,AT,2022,44,2022-44,740.3889706667688,cases,124
Austria,AT,2022,45,2022-45,603.379311719694,cases,124
Austria,AT,2022,46,2022-46,577.0955533783595,cases,124
Austria,AT,2022,47,2022-47,637.8489015783508,cases,124
Austria,AT,2022,48,2022-48,707.3003918396058,cases,124
Austria,AT,2022,49,2022-49,740.9346927679237,cases,124
Austria,AT,2022,50,2022-50,757.1949839451898,cases,124
Austria,AT,2022,51,2022-51,753.7424563664553,cases,124
Austria,AT,2022,52,2022-52,643.1836135467827,cases,124
Austria,AT,2022,1,2022-01,24.390436765899363,deaths,124
Austria,AT,2022,2,2022-02,17.819497180565744,deaths,124
Austria,AT,2022,3,2022-03,16.59440674940185,deaths,124
Austria,AT,2022,4,2022-04,21.049281044543285,deaths,124
Austria,AT,2022,5,2022-05,27.842964344633977,deaths,124
Austria,AT,2022,6,2022-06,35.86173807588856,deaths,124
Austria,AT,2022,7,2022-07,42.09856208908657,deaths,124
Austria,AT,2022,8,2022-08,46.330692669470935,deaths,124
Austria,AT,2022,9,2022-09,49.0036172465558,deaths,124
Austria,AT,2022,10,2022-10,46.330692669470935,deaths,124
Austria,AT,2022,11,2022-11,48.33538610228458,deaths,124
Austria,AT,2022,12,2022-12,58.91571255324549,deaths,124
Austria,AT,2022,13,2022-13,64.03881799265814,deaths,124
Austria,AT,2022,14,2022-14,55.79730054664649,deaths,124
Austria,AT,2022,15,2022-15,42.09856208908657,deaths,124
Austria,AT,2022,16,2022-16,32.40921049715395,deaths,124
Austria,AT,2022,17,2022-17,24.5018086232779,deaths,124
Austria,AT,2022,18,2022-18,19.04458761172964,deaths,124
Austria,AT,2022,19,2022-19,13.58736660018138,deaths,124
Austria,AT,2022,20,2022-20,8.687004875525801,deaths,124
Austria,AT,2022,21,2022-21,7.684658159118977,deaths,124
Austria,AT,2022,22,2022-22,6.348195870576546,deaths,124
Austria,AT,2022,23,2022-23,5.345849154169724,deaths,124
Austria,AT,2022,24,2022-24,5.791336583683867,deaths,124
Austria,AT,2022,25,2022-25,7.350542586983369,deaths,124
Austria,AT,2022,26,2022-26,9.689351591932624,deaths,124
Austria,AT,2022,27,2022-27,13.0305073132887,deaths,124
Austria,AT,2022,28,2022-28,14.366969601831132,deaths,124
Austria,AT,2022,29,2022-29,17.48538160843014,deaths,124
Austria,AT,2022,30,2022-30,22.162999618328644,deaths,124
Austria,AT,2022,31,2022-31,19.04458761172964,deaths,124
Austria,AT,2022,32,2022-32,15.480688175616493,deaths,124
Austria,AT,2022,33,2022-33,14.812457031345277,deaths,124
Austria,AT,2022,34,2022-34,12.80776359853163,deaths,124
Austria,AT,2022,35,2022-35,10.134839021446767,deaths,124
Austria,AT,2022,36,2022-36,9.466607877175552,deaths,124
Austria,AT,2022,37,2022-37,8.575633018147265,deaths,124
Austria,AT,2022,38,2022-38,7.573286301740441,deaths,124
Austria,AT,2022,39,2022-39,9.466607877175552,deaths,124
Austria,AT,2022,40,2022-40,16.705778606780385,deaths,124
Austria,AT,2022,41,2022-41,21.16065290192182,deaths,124
Austria,AT,2022,42,2022-42,18.48772832483696,deaths,124
Austria,AT,2022,43,2022-43,17.262637893673066,deaths,124
Austria,AT,2022,44,2022-44,14.255597744452595,deaths,124
Austria,AT,2022,45,2022-45,11.69404502474627,deaths,124
Austria,AT,2022,46,2022-46,12.028160596881875,deaths,124
Austria,AT,2022,47,2022-47,10.914442023096518,deaths,124
Austria,AT,2022,48,2022-48,10.691698308339449,deaths,124
Austria,AT,2022,49,2022-49,10.58032645096091,deaths,124
Austria,AT,2022,50,2022-50,11.13718573785359,deaths,124
Austria,AT,2022,51,2022-51,14.589713316588202,deaths,124
Austria,AT,2022,52,2022-52,16.705778606780385,deaths,124
Austria,AT,2023,1,2023-01,485.5812981704165,cases,123
Austria,AT,2023,2,2023-02,375.8577442810829,cases,123
Austria,AT,2023,3,2023-03,320.7398120644456,cases,123
Austria,AT,2023,4,2023-04,376.1695854817429,cases,123
Austria,AT,2023,5,2023-05,519.5831262280835,cases,123
Austria,AT,2023,6,2023-06,618.9379601954754,cases,123
Austria,AT,2023,7,2023-07,701.5647411846112,cases,123
Austria,AT,2023,8,2023-08,814.1060030656217,cases,123
Austria,AT,2023,9,2023-09,856.2045651547083,cases,123
Austria,AT,2023,10,2023-10,792.7560180061564,cases,123
Austria,AT,2023,11,2023-11,671.9398271219206,cases,123
Austria,AT,2023,12,2023-12,538.2379123389883,cases,123
Austria,AT,2023,13,2023-13,382.19480296592167,cases,123
Austria,AT,2023,14,2023-14,245.5081224052445,cases,123
Austria,AT,2023,15,2023-15,179.7430406232191,cases,123
Austria,AT,2023,16,2023-16,153.11402952401116,cases,123
Austria,AT,2023,17,2023-17,131.0067158343718,cases,123
Austria,AT,2023,18,2023-18,98.051783236063,cases,123
Austria,AT,2023,19,2023-19,71.87939675210707,cases,123
Austria,AT,2023,20,2023-20,56.17596486173351,cases,123
Austria,AT,2023,21,2023-21,48.29083735933317,cases,123
Austria,AT,2023,22,2023-22,39.30312846888532,cases,123
Austria,AT,2023,23,2023-23,27.83182715889612,cases,123
Austria,AT,2023,24,2023-24,22.90919106276484,cases,123
Austria,AT,2023,25,2023-25,19.991248399447198,cases,123
Austria,AT,2023,26,2023-26,,cases,123
Austria,AT,2023,27,2023-27,,cases,123
Austria,AT,2023,28,2023-28,,cases,123
Austria,AT,2023,29,2023-29,,cases,123
Austria,AT,2023,30,2023-30,,cases,123
Austria,AT,2023,31,2023-31,,cases,123
Austria,AT,2023,32,2023-32,,cases,123
Austria,AT,2023,33,2023-33,,cases,123
Austria,AT,2023,34,2023-34,,cases,123
Austria,AT,2023,35,2023-35,,cases,123
Austria,AT,2023,36,2023-36,,cases,123
Austria,AT,2023,37,2023-37,,cases,123
Austria,AT,2023,38,2023-38,,cases,123
Austria,AT,2023,39,2023-39,,cases,123
Austria,AT,2023,40,2023-40,,cases,123
Austria,AT,2023,41,2023-41,,cases,123
Austria,AT,2023,42,2023-42,,cases,123
Austria,AT,2023,43,2023-43,,cases,123
Austria,AT,2023,44,2023-44,,cases,123
Austria,AT,2023,45,2023-45,,cases,123
Austria,AT,2023,46,2023-46,,cases,123
Austria,AT,2023,47,2023-47,,cases,123
Austria,AT,2023,1,2023-01,15.703431890373562,deaths,123
Austria,AT,2023,2,2023-02,13.141879170667236,deaths,123
Austria,AT,2023,3,2023-03,11.025813880475054,deaths,123
Austria,AT,2023,4,2023-04,10.357582736203838,deaths,123
Austria,AT,2023,5,2023-05,10.58032645096091,deaths,123
Austria,AT,2023,6,2023-06,9.355236019797015,deaths,123
Austria,AT,2023,7,2023-07,8.018773731254585,deaths,123
Austria,AT,2023,8,2023-08,10.468954593582374,deaths,123
Austria,AT,2023,9,2023-09,13.698738457559916,deaths,123
Austria,AT,2023,10,2023-10,13.810110314938452,deaths,123
Austria,AT,2023,11,2023-11,12.919135455910164,deaths,123
Austria,AT,2023,12,2023-12,11.805416882124806,deaths,123
Austria,AT,2023,13,2023-13,10.58032645096091,deaths,123
Austria,AT,2023,14,2023-14,8.464261160768729,deaths,123
Austria,AT,2023,15,2023-15,6.905055157469226,deaths,123
Austria,AT,2023,16,2023-16,7.684658159118977,deaths,123
Austria,AT,2023,17,2023-17,6.905055157469226,deaths,123
Austria,AT,2023,18,2023-18,5.123105439412652,deaths,123
Austria,AT,2023,19,2023-19,3.6752712934916847,deaths,123
Austria,AT,2023,20,2023-20,2.7842964344633976,deaths,123
Austria,AT,2023,21,2023-21,2.6729245770848618,deaths,123
Austria,AT,2023,22,2023-22,2.116065290192182,deaths,123
Austria,AT,2023,23,2023-23,1.7819497180565744,deaths,123
Austria,AT,2023,24,2023-24,1.3364622885424309,deaths,123
Austria,AT,2023,25,2023-25,1.113718573785359,deaths,123
Austria,AT,2023,26,2023-26,,deaths,123
Austria,AT,2023,27,2023-27,,deaths,123
Austria,AT,2023,28,2023-28,,deaths,123
Austria,AT,2023,29,2023-29,,deaths,123
Austria,AT,2023,30,2023-30,,deaths,123
Austria,AT,2023,31,2023-31,,deaths,123
Austria,AT,2023,32,2023-32,,deaths,123
Austria,AT,2023,33,2023-33,,deaths,123
Austria,AT,2023,34,2023-34,,deaths,123
Austria,AT,2023,35,2023-35,,deaths,123
Austria,AT,2023,36,2023-36,,deaths,123
Austria,AT,2023,37,2023-37,,deaths,123
Austria,AT,2023,38,2023-38,,deaths,123
Austria,AT,2023,39,2023-39,,deaths,123
Austria,AT,2023,40,2023-40,,deaths,123
Austria,AT,2023,41,2023-41,,deaths,123
Austria,AT,2023,42,2023-42,,deaths,123
Austria,AT,2023,43,2023-43,,deaths,123
Austria,AT,2023,44,2023-44,,deaths,123
Austria,AT,2023,45,2023-45,,deaths,123
Austria,AT,2023,46,2023-46,,deaths,123
Austria,AT,2023,47,2023-47,,deaths,123
Belgium,BE,2020,1,2020-01,,cases,118
Belgium,BE,2020,2,2020-02,,cases,118
Belgium,BE,2020,3,2020-03,,cases,118
Belgium,BE,2020,4,2020-04,,cases,118
Belgium,BE,2020,5,2020-05,,cases,118
Belgium,BE,2020,6,2020-06,0.0172152255241885,cases,118
Belgium,BE,2020,7,2020-07,0.0,cases,118
Belgium,BE,2020,8,2020-08,0.0,cases,118
Belgium,BE,2020,9,2020-09,0.0,cases,118
Belgium,BE,2020,10,2020-10,0.0,cases,118
Belgium,BE,2020,11,2020-11,31.65879973898275,cases,118
Belgium,BE,2020,12,2020-12,63.27456141415503,cases,118
Belgium,BE,2020,13,2020-13,101.59565343099877,cases,118
Belgium,BE,2020,14,2020-14,153.4220898715684,cases,118
Belgium,BE,2020,15,2020-15,179.63227073214546,cases,118
Belgium,BE,2020,16,2020-16,164.73249304096026,cases,118
Belgium,BE,2020,17,2020-17,117.63163600678038,cases,118
Belgium,BE,2020,18,2020-18,75.72977708090545,cases,118
Belgium,BE,2020,19,2020-19,52.90238803583143,cases,118
Belgium,BE,2020,20,2020-20,44.08819256744689,cases,118
Belgium,BE,2020,21,2020-21,30.823861301059605,cases,118
Belgium,BE,2020,22,2020-22,22.84460427059821,cases,118
Belgium,BE,2020,23,2020-23,17.137757009329704,cases,118
Belgium,BE,2020,24,2020-24,13.066356172859113,cases,118
Belgium,BE,2020,25,2020-25,11.525593488444237,cases,118
Belgium,BE,2020,26,2020-26,10.974706271670204,cases,118
Belgium,BE,2020,27,2020-27,10.70787027604528,cases,118
Belgium,BE,2020,28,2020-28,11.542808713968425,cases,118
Belgium,BE,2020,29,2020-29,17.981303060014945,cases,118
Belgium,BE,2020,30,2020-30,33.34589184035323,cases,118
Belgium,BE,2020,31,2020-31,53.78036453756504,cases,118
Belgium,BE,2020,32,2020-32,69.71305576020156,cases,118
Belgium,BE,2020,33,2020-33,69.6441948581048,cases,118
Belgium,BE,2020,34,2020-34,62.00924233812717,cases,118
Belgium,BE,2020,35,2020-35,56.58644629800778,cases,118
Belgium,BE,2020,36,2020-36,58.32518407595082,cases,118
Belgium,BE,2020,37,2020-37,84.46650403443114,cases,118
Belgium,BE,2020,38,2020-38,140.01142918822552,cases,118
Belgium,BE,2020,39,2020-39,184.04797607909984,cases,118
Belgium,BE,2020,40,2020-40,259.68306941962226,cases,118
Belgium,BE,2020,41,2020-41,497.0638141726582,cases,118
Belgium,BE,2020,42,2020-42,956.1680560644808,cases,118
Belgium,BE,2020,43,2020-43,1528.841140739375,cases,118
Belgium,BE,2020,44,2020-44,1764.2765650081776,cases,118
Belgium,BE,2020,45,2020-45,1322.04324413006,cases,118
Belgium,BE,2020,46,2020-46,757.2375175197199,cases,118
Belgium,BE,2020,47,2020-47,484.4278386379038,cases,118
Belgium,BE,2020,48,2020-48,332.02144707226256,cases,118
Belgium,BE,2020,49,2020-49,271.57018264407446,cases,118
Belgium,BE,2020,50,2020-50,276.55399043332704,cases,118
Belgium,BE,2020,51,2020-51,297.42745138140566,cases,118
Belgium,BE,2020,52,2020-52,260.9914265594606,cases,118
Belgium,BE,2020,53,2020-53,185.7781062442808,cases,118
Belgium,BE,2020,1,2020-01,,deaths,118
Belgium,BE,2020,2,2020-02,,deaths,118
Belgium,BE,2020,3,2020-03,,deaths,118
Belgium,BE,2020,4,2020-04,,deaths,118
Belgium,BE,2020,5,2020-05,,deaths,118
Belgium,BE,2020,6,2020-06,0.0,deaths,118
Belgium,BE,2020,7,2020-07,,deaths,118
Belgium,BE,2020,8,2020-08,,deaths,118
Belgium,BE,2020,9,2020-09,,deaths,118
Belgium,BE,2020,10,2020-10,0.0,deaths,118
Belgium,BE,2020,11,2020-11,0.0,deaths,118
Belgium,BE,2020,12,2020-12,16.78484488608384,deaths,118
