country_code,year,week,rate_14_day,pps
DK,2022,9,4225.527886648665,136
DK,2022,10,3077.951176656871,136
DK,2022,11,2118.748531519966,136
DK,2022,12,1394.7580796197103,136
DK,2022,13,942.619461914864,136
DK,2022,14,657.4023311801301,136
DK,2022,15,492.3366624556051,136
DK,2022,16,380.970541864876,136
DK,2022,17,286.91971628114453,136
DK,2022,18,203.54410207340868,136
DK,2022,19,168.21545198538502,136
DK,2022,20,141.39972962941522,136
DK,2022,21,117.88702323348237,136
DK,2022,22,111.6385342781548,136
DK,2022,23,146.66071896782455,136
DK,2022,24,209.1796602320284,136
DK,2022,25,271.2218775432372,136
DK,2022,26,333.3832758426948,136
DK,2022,27,393.9782954394544,136
DK,2022,28,415.43087332423016,136
DK,2022,29,380.0681715252783,136
DK,2022,30,532.1601383861532,136
DK,2022,31,746.2772967027728,136
DK,2022,32,583.2206789230125,136
DK,2022,33,301.15333144913865,136
DK,2022,34,185.3604884377416,136
DK,2022,35,140.63356613353037,136
DK,2022,36,184.3559629653592,136
DK,2022,37,167.72170217692587,136
DK,2022,38,120.16848786567282,136
DK,2022,39,179.87816297829883,136
DK,2022,40,221.18288833422437,136
DK,2022,41,269.6384729850751,136
DK,2022,42,283.3102349227537,136
DK,2022,43,232.24969438589443,136
DK,2022,44,174.02126869864577,136
DK,2022,45,143.97063380449552,136
DK,2022,46,136.938955497819,136
DK,2022,47,141.8253760160179,136
DK,2022,48,201.29668915214648,136
DK,2022,49,270.2343779263189,136
DK,2022,50,266.4886897242152,136
DK,2022,51,278.69622809198046,136
DK,2022,52,274.1332988275996,136
DK,2023,1,193.5328990605133,127
DK,2023,2,113.68163693384774,127
DK,2023,3,57.632520746004886,127
DK,2023,4,40.35127744993547,127
DK,2023,5,35.49890864266475,127
DK,2023,6,33.66011625254111,127
DK,2023,7,31.293522343030126,127
DK,2023,8,28.24589421495483,127
DK,2023,9,26.594386234936373,127
DK,2023,10,28.12671322670608,127
DK,2023,11,38.0187352513527,127
DK,2023,12,50.0219633535487,127
DK,2023,13,48.31937780713792,127
DK,2023,14,33.94955579543094,127
DK,2023,15,26.78167064504156,127
DK,2023,16,25.69201589533866,127
DK,2023,17,21.07800906456545,127
DK,2023,18,18.52413074494928,127
DK,2023,19,18.847621998767327,127
DK,2023,20,15.970252425333111,127
DK,2023,21,11.475426582808652,127
DK,2023,22,8.291591611020495,127
DK,2023,23,5.959049412437728,127
DK,2023,24,5.056679072840015,127
DK,2023,25,3.8989209012806847,127
DK,2023,28,3.081679839003511,127
DK,2023,29,2.587930030544385,127
DK,2023,30,2.911421284362433,127
DK,2023,31,4.324567287883379,127
DK,2023,32,6.282540666255776,127
DK,2023,33,9.772841036397876,127
DK,2023,34,12.326719356014044,127
DK,2023,35,12.428874488798687,127
DK,2023,36,13.51852923850159,127
DK,2023,37,14.250641023458224,127
DK,2023,38,12.360771066942258,127
DK,2023,39,12.445900344262798,127
DK,2023,40,15.187063073984152,127
DK,2023,41,17.315295006997626,127
DK,2023,42,19.29029424083413,127
DK,2023,43,24.38102502460236,127
DK,2023,44,30.08468660507847,127
DK,2023,45,34.392228037497745,127
DK,2023,46,38.90407973548631,127
DK,2023,47,46.12304245226802,127
EE,2020,10,0.7508657482076835,85
EE,2020,11,16.443959885748267,85
EE,2020,12,28.15746555778813,85
EE,2020,13,430.6215065971065,85
EE,2020,14,448.5671979792701,85
EE,2020,15,47.07928241262175,85
EE,2020,16,31.68653457436424,85
EE,2020,17,23.12666504479665,85
EE,2020,18,12.389284845426776,85
EE,2020,19,7.0581380331522245,85
EE,2020,20,6.082012560482236,85
EE,2020,21,6.157099135303004,85
EE,2020,22,6.38235885976531,85
EE,2020,23,8.785129254029897,85
EE,2020,24,7.959176931001445,85
EE,2020,25,3.228722717293039,85
EE,2020,26,1.051212047490757,85
EE,2020,27,0.9010388978492202,85
EE,2020,28,2.0273375201607453,85
EE,2020,29,1.8771643705192087,85
EE,2020,30,1.1262986223115252,85
EE,2020,31,4.204848189963028,85
EE,2020,32,8.935302403671432,85
EE,2020,33,8.184436655463749,85
EE,2020,34,9.235648702954506,85
EE,2020,35,14.116276066304447,85
EE,2020,36,19.297249728937462,85
EE,2020,37,23.802444218183567,85
EE,2020,38,30.334976227590413,85
EE,2020,39,43.62529997086641,85
EE,2020,40,51.13395745294324,85
EE,2020,41,44.97685831764024,85
EE,2020,42,34.99034386647805,85
EE,2020,43,41.59796245070567,85
EE,2020,44,71.85785210347531,85
EE,2020,45,136.35721987451532,85
EE,2020,46,209.716803474406,85
EE,2020,47,277.44489396273906,85
EE,2020,48,334.4356042517022,85
EE,2020,49,395.78133588027,85
EE,2020,50,456.3011151858093,85
EE,2020,51,514.4932106719048,85
EE,2020,52,557.5929046190257,85
