country_code,year,week,rate_14_day
DE,2023,13,66.42588948652286
DE,2023,14,44.84897868407851
DE,2023,15,33.30725362399595
DE,2023,16,29.4495999164988
DE,2023,17,24.82185713192109
DE,2023,18,19.88655927131745
DE,2023,19,16.90111253723759
DE,2023,20,13.295750103042964
DE,2023,21,10.369171332733696
DE,2023,22,8.456563203697428
DE,2023,23,6.197955614131983
DE,2023,24,5.293311191290079
DE,2023,25,4.255312809702556
DE,2023,26,3.1560436903129907
GR,2020,2,0.0
GR,2020,3,0.0
GR,2020,4,0.0
GR,2020,5,0.0
GR,2020,6,0.0
GR,2020,7,0.0
GR,2020,8,0.0
GR,2020,9,0.0573625721836267
GR,2020,10,0.8221968679653171
GR,2020,11,3.891094479789349
GR,2020,12,6.768783517667959
GR,2020,13,8.786033972792167
GR,2020,14,10.248779563474647
GR,2020,15,7.868232817854139
GR,2020,16,3.891094479789349
GR,2020,17,4.024940481551145
GR,2020,18,3.891094479789349
GR,2020,19,1.9503274542433104
GR,2020,20,1.9503274542433104
GR,2020,21,1.4436247332879404
GR,2020,22,0.8986802975434861
GR,2020,23,1.7399980229033454
GR,2020,24,2.437909317804138
GR,2020,25,2.237140315161444
GR,2020,26,2.227579886464173
GR,2020,27,3.0880184692185746
GR,2020,28,4.40735762944199
GR,2020,29,4.139665625918399
GR,2020,30,4.044061338945688
GR,2020,31,7.715265958697801
GR,2020,32,15.688663492221922
GR,2020,33,25.60282805129208
GR,2020,34,31.17655798180115
GR,2020,35,29.73293324851321
GR,2020,36,26.68315649408372
GR,2020,37,29.72337281981594
GR,2020,38,38.29907736126814
GR,2020,39,42.410061701094726
GR,2020,40,43.834565576988126
GR,2020,41,46.67401290007765
GR,2020,42,55.83290359206339
GR,2020,43,92.36330164433636
GR,2020,44,168.67464350595452
GR,2020,45,275.79924705887754
GR,2020,46,348.93652659300164
GR,2020,47,344.48136682007333
GR,2020,48,286.076707908444
GR,2020,49,224.46930538322883
GR,2020,50,180.69210237842432
GR,2020,51,136.7619325144635
GR,2020,52,98.46285515319536
GR,2020,53,84.08397039249958
GR,2021,1,87.2867140060854
GR,2021,2,78.39551531762325
GR,2021,3,66.44497944603434
